Refactoring Type,Source File,Model,Split,Pos Train,Neg Train,Accuracy,TN,TP,FN,FP,Model Params,Approach,Type Split,Type File
Move Attribute,count_SMOTE_all,SVM,0.5,85,85,0.5068627450980392,85,17,83,15,"[""{'C': 0.1, 'kernel': 'linear'}""]",count,SMOTE,all
Move Attribute,count_SMOTE_all,LogisticRegression,0.5,85,85,0.5784313725490196,82,33,67,18,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,SMOTE,all
Move Method,count_SMOTE_all,RandomForest,0.2,137,137,0.6928571428571428,89,50,50,11,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,SMOTE,all
Move Method,count_SMOTE_all,SVM,0.2,137,137,0.42142857142857143,34,50,50,66,"[""{'C': 0.1, 'kernel': 'linear'}""]",count,SMOTE,all
Move Method,count_SMOTE_all,LogisticRegression,0.2,137,137,0.32857142857142857,66,0,100,34,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,SMOTE,all
Move Method,count_SMOTE_all,RandomForest,0.3,120,120,0.5897435897435898,85,33,67,15,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,SMOTE,all
Move Method,count_SMOTE_all,SVM,0.3,120,120,0.5897435897435898,85,33,67,15,"[""{'C': 0.1, 'kernel': 'rbf'}""]",count,SMOTE,all
Move Method,count_SMOTE_all,LogisticRegression,0.3,120,120,0.4230769230769231,85,0,100,15,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,SMOTE,all
Move Method,count_SMOTE_all,RandomForest,0.4,103,103,0.6702898550724637,84,50,50,16,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",count,SMOTE,all
Move Method,count_SMOTE_all,SVM,0.4,103,103,0.463768115942029,93,0,100,7,"[""{'C': 10, 'kernel': 'rbf'}""]",count,SMOTE,all
Move Method,count_SMOTE_all,LogisticRegression,0.4,103,103,0.43478260869565216,87,0,100,13,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,SMOTE,all
Extract Superclass,count_SMOTE_all,RandomForest,0.2,139,139,0.45714285714285713,91,0,100,9,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",count,SMOTE,all
Extract Superclass,count_SMOTE_all,SVM,0.2,139,139,0.65,80,50,50,20,"[""{'C': 10, 'kernel': 'rbf'}""]",count,SMOTE,all
Extract Superclass,count_SMOTE_all,LogisticRegression,0.2,139,139,0.32857142857142857,66,0,100,34,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,SMOTE,all
Extract Superclass,count_SMOTE_all,RandomForest,0.3,121,121,0.44339622641509435,89,0,100,11,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,SMOTE,all
Extract Superclass,count_SMOTE_all,SVM,0.3,121,121,0.6273584905660378,75,50,50,25,"[""{'C': 10, 'kernel': 'rbf'}""]",count,SMOTE,all
Extract Superclass,count_SMOTE_all,LogisticRegression,0.3,121,121,0.33962264150943394,68,0,100,32,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,SMOTE,all
Inline Method,countplus_PBS_single,RandomForest,0.2,11,22,0.5900537634408602,85,33,67,15,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,SVM,0.2,11,22,0.6438172043010753,62,67,33,38,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,LogisticRegression,0.2,11,22,0.7405913978494624,81,67,33,19,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,RandomForest,0.3,9,18,0.72578125,85,60,40,15,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,SVM,0.3,9,18,0.590625,78,40,60,22,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,LogisticRegression,0.3,9,18,0.6828125,77,60,40,23,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,RandomForest,0.4,8,16,0.8551282051282052,88,83,17,12,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,SVM,0.4,8,16,0.6423076923076922,78,50,50,22,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,LogisticRegression,0.4,8,16,0.7525641025641026,84,67,33,16,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,RandomForest,0.5,7,14,0.66504329004329,90,43,57,10,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,SVM,0.5,7,14,0.6796536796536796,79,57,43,21,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Inline Method,countplus_PBS_single,LogisticRegression,0.5,7,14,0.6006493506493507,77,43,57,23,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,RandomForest,0.2,78,31,0.5274193548387096,35,70,30,65,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,SVM,0.2,78,31,0.5524193548387097,35,75,25,65,"[""{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,LogisticRegression,0.2,78,31,0.5540322580645161,26,85,15,74,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,RandomForest,0.3,68,31,0.5768817204301075,39,77,23,61,"[""{'bootstrap': False, 'max"", ""depth': 10, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,SVM,0.3,68,31,0.5924731182795698,45,73,27,55,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,LogisticRegression,0.3,68,31,0.5951612903225807,29,90,10,71,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,RandomForest,0.4,58,31,0.5955645161290323,52,68,32,48,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,SVM,0.4,58,31,0.5794354838709678,48,68,32,52,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,LogisticRegression,0.4,58,31,0.6149193548387097,35,88,12,65,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,RandomForest,0.5,49,31,0.631336405529954,55,71,29,45,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,SVM,0.5,49,31,0.6092824226464779,48,73,27,52,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,single
Extract Method,countplus_PBS_single,LogisticRegression,0.5,49,31,0.6119157340355497,39,84,16,61,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,RandomForest,0.2,14,28,0.8267543859649122,90,75,25,10,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Move Class,countplus_PBS_single,SVM,0.2,14,28,0.4342105263157895,87,0,100,13,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,LogisticRegression,0.2,14,28,0.6798245614035088,86,50,50,14,"[""{'C': 1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,RandomForest,0.3,12,24,0.6694915254237288,84,50,50,16,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",countplus,PBS,single
Move Class,countplus_PBS_single,SVM,0.3,12,24,0.577683615819209,82,33,67,18,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,LogisticRegression,0.3,12,24,0.5240112994350282,88,17,83,12,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,RandomForest,0.4,10,20,0.6967213114754098,89,50,50,11,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",countplus,PBS,single
Move Class,countplus_PBS_single,SVM,0.4,10,20,0.6270491803278688,75,50,50,25,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,LogisticRegression,0.4,10,20,0.6055327868852459,84,38,62,16,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,RandomForest,0.5,9,18,0.578853046594982,94,22,78,6,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Move Class,countplus_PBS_single,SVM,0.5,9,18,0.6568100358422939,76,56,44,24,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Move Class,countplus_PBS_single,LogisticRegression,0.5,9,18,0.6415770609318996,84,44,56,16,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,RandomForest,0.2,5,10,0.701048951048951,90,50,50,10,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,SVM,0.2,5,10,0.8181818181818181,64,100,0,36,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,LogisticRegression,0.2,5,10,0.6730769230769231,85,50,50,15,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,RandomForest,0.3,4,8,0.4873563218390804,64,33,67,36,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,SVM,0.3,4,8,0.5114942528735632,69,33,67,31,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,LogisticRegression,0.3,4,8,0.4770114942528736,62,33,67,38,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,RandomForest,0.4,4,8,0.4873563218390804,64,33,67,36,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,SVM,0.4,4,8,0.5114942528735632,69,33,67,31,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,LogisticRegression,0.4,4,8,0.4770114942528736,62,33,67,38,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,RandomForest,0.5,3,6,0.3435374149659864,69,0,100,31,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,SVM,0.5,3,6,0.22448979591836735,45,0,100,55,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,single
Move Attribute,countplus_PBS_single,LogisticRegression,0.5,3,6,0.3460884353741497,44,25,75,56,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,single
Inline Method,countplus_PBS_all,RandomForest,0.2,12,24,0.5334507042253521,82,25,75,18,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,SVM,0.2,12,24,0.6549295774647887,81,50,50,19,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,LogisticRegression,0.2,12,24,0.551056338028169,85,25,75,15,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,RandomForest,0.3,11,22,0.7375,88,60,40,12,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,SVM,0.3,11,22,0.5097222222222222,82,20,80,18,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,LogisticRegression,0.3,11,22,0.6131944444444444,83,40,60,17,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,RandomForest,0.4,9,18,0.6944980694980695,82,57,43,18,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,SVM,0.4,9,18,0.6505791505791505,73,57,43,27,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,LogisticRegression,0.4,9,18,0.6911196911196911,81,57,43,19,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,RandomForest,0.5,8,16,0.65,80,50,50,20,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,SVM,0.5,8,16,0.6991666666666667,77,62,38,23,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Inline Method,countplus_PBS_all,LogisticRegression,0.5,8,16,0.5183333333333333,79,25,75,21,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,RandomForest,0.2,85,37,0.5669856459330144,32,82,18,68,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,SVM,0.2,85,37,0.5729665071770335,24,91,9,76,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,LogisticRegression,0.2,85,37,0.5167464114832536,8,95,5,92,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,RandomForest,0.3,74,37,0.6064593301435407,39,82,18,61,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,SVM,0.3,74,37,0.6064593301435407,39,82,18,61,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,LogisticRegression,0.3,74,37,0.48086124401913877,5,91,9,95,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,RandomForest,0.4,64,37,0.5593635250917992,42,70,30,58,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,SVM,0.4,64,37,0.5547735618115055,34,77,23,66,"[""{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,LogisticRegression,0.4,64,37,0.5061199510403916,11,91,9,89,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,RandomForest,0.5,53,37,0.6427875243664718,53,76,24,47,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,SVM,0.5,53,37,0.6111111111111112,50,72,28,50,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,all
Extract Method,countplus_PBS_all,LogisticRegression,0.5,53,37,0.5097465886939572,32,70,30,68,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,RandomForest,0.2,21,42,0.7448377581120944,82,67,33,18,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",countplus,PBS,all
Move Class,countplus_PBS_all,SVM,0.2,21,42,0.6224188790560472,91,33,67,9,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,LogisticRegression,0.2,21,42,0.6091445427728613,88,33,67,12,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,RandomForest,0.3,18,36,0.7324929971988796,80,67,33,20,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",countplus,PBS,all
Move Class,countplus_PBS_all,SVM,0.3,18,36,0.6760037348272643,91,44,56,9,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,LogisticRegression,0.3,18,36,0.6549953314659197,87,44,56,13,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,RandomForest,0.4,16,32,0.6954915003695492,85,55,45,15,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",countplus,PBS,all
Move Class,countplus_PBS_all,SVM,0.4,16,32,0.7409460458240946,85,64,36,15,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,LogisticRegression,0.4,16,32,0.6622320768662232,87,45,55,13,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,RandomForest,0.5,13,26,0.6694352159468439,77,57,43,23,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 300}""]",countplus,PBS,all
Move Class,countplus_PBS_all,SVM,0.5,13,26,0.6359357696566998,91,36,64,9,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}""]",countplus,PBS,all
Move Class,countplus_PBS_all,LogisticRegression,0.5,13,26,0.6483942414174972,87,43,57,13,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,RandomForest,0.2,5,10,0.9636363636363636,93,100,0,7,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,SVM,0.2,5,10,0.9212121212121211,84,100,0,16,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,LogisticRegression,0.2,5,10,0.9666666666666667,93,100,0,7,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,RandomForest,0.3,4,8,0.46407185628742514,93,0,100,7,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,SVM,0.3,4,8,0.9610778443113772,92,100,0,8,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,LogisticRegression,0.3,4,8,0.9640718562874251,93,100,0,7,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,RandomForest,0.4,4,8,0.46407185628742514,93,0,100,7,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,SVM,0.4,4,8,0.9610778443113772,92,100,0,8,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,LogisticRegression,0.4,4,8,0.9640718562874251,93,100,0,7,"[""{'C': 0.1, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,RandomForest,0.5,3,6,0.8816568047337279,76,100,0,24,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,SVM,0.5,3,6,0.9615384615384616,92,100,0,8,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,all
Rename Package,countplus_PBS_all,LogisticRegression,0.5,3,6,0.9467455621301775,89,100,0,11,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,RandomForest,0.2,6,12,0.6296296296296297,76,50,50,24,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,SVM,0.2,6,12,0.49074074074074076,98,0,100,2,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,LogisticRegression,0.2,6,12,0.3950617283950617,79,0,100,21,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,RandomForest,0.3,5,10,0.49085365853658536,98,0,100,2,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,SVM,0.3,5,10,0.42886178861788615,52,33,67,48,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,LogisticRegression,0.3,5,10,0.38109756097560976,76,0,100,24,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,RandomForest,0.4,4,8,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,SVM,0.4,4,8,0.4819277108433735,96,0,100,4,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,LogisticRegression,0.4,4,8,0.42771084337349397,86,0,100,14,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,RandomForest,0.5,4,8,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,SVM,0.5,4,8,0.4819277108433735,96,0,100,4,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}""]",countplus,PBS,all
Pull Up Method,countplus_PBS_all,LogisticRegression,0.5,4,8,0.42771084337349397,86,0,100,14,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,PBS,all
